Datetime,Close,High,Low,Open,Volume
,UPST,UPST,UPST,UPST,UPST
2024-03-08 14:30:00+00:00,28.939899444580078,28.940000534057617,26.959800720214844,27.149999618530273,3270055
2024-03-08 15:30:00+00:00,27.549999237060547,28.969999313354492,27.530000686645508,28.940000534057617,1619587
2024-03-08 16:30:00+00:00,27.600000381469727,27.979999542236328,27.360000610351562,27.54010009765625,885200
2024-03-08 17:30:00+00:00,27.18000030517578,27.610000610351562,27.079999923706055,27.600000381469727,490133
2024-03-08 18:30:00+00:00,27.399999618530273,27.479999542236328,26.8799991607666,27.149999618530273,483266
2024-03-08 19:30:00+00:00,27.18000030517578,27.670000076293945,27.165000915527344,27.40920066833496,647056
2024-03-08 20:30:00+00:00,27.334999084472656,27.43000030517578,27.139999389648438,27.15999984741211,675939
2024-03-11 13:30:00+00:00,26.829999923706055,27.690000534057617,26.559999465942383,27.25,1410917
2024-03-11 14:30:00+00:00,26.670000076293945,27.049999237060547,26.65999984741211,26.84000015258789,592988
2024-03-11 15:30:00+00:00,26.548900604248047,26.65999984741211,26.459999084472656,26.65999984741211,347787
2024-03-11 16:30:00+00:00,26.579999923706055,26.639999389648438,26.420000076293945,26.559999465942383,347103
2024-03-11 17:30:00+00:00,26.690099716186523,26.739999771118164,26.360000610351562,26.59000015258789,513284
2024-03-11 18:30:00+00:00,26.100000381469727,26.709999084472656,26.09000015258789,26.690000534057617,397581
2024-03-11 19:30:00+00:00,26.260000228881836,26.354999542236328,26.06999969482422,26.100000381469727,768335
2024-03-12 13:30:00+00:00,26.040000915527344,26.489999771118164,25.15999984741211,26.489999771118164,1400985
2024-03-12 14:30:00+00:00,26.18000030517578,26.219999313354492,25.829999923706055,26.040000915527344,416179
2024-03-12 15:30:00+00:00,25.670000076293945,26.170000076293945,25.600000381469727,26.170000076293945,390258
2024-03-12 16:30:00+00:00,25.405000686645508,25.709199905395508,25.280000686645508,25.68000030517578,390100
2024-03-12 17:30:00+00:00,25.47249984741211,25.56999969482422,25.320100784301758,25.389999389648438,258249
2024-03-12 18:30:00+00:00,25.420000076293945,25.609899520874023,25.3700008392334,25.459999084472656,374306
2024-03-12 19:30:00+00:00,25.290000915527344,25.540000915527344,25.280000686645508,25.420000076293945,451276
2024-03-13 13:30:00+00:00,25.733200073242188,26.100000381469727,25.040000915527344,25.100000381469727,1397585
2024-03-13 14:30:00+00:00,25.510000228881836,25.897499084472656,25.3700008392334,25.729999542236328,552346
2024-03-13 15:30:00+00:00,25.475000381469727,25.579999923706055,25.43000030517578,25.5,234195
2024-03-13 16:30:00+00:00,25.490100860595703,25.610000610351562,25.43000030517578,25.475000381469727,254563
2024-03-13 17:30:00+00:00,25.31999969482422,25.56999969482422,25.2549991607666,25.5,301220
2024-03-13 18:30:00+00:00,25.1200008392334,25.379899978637695,25.059999465942383,25.325000762939453,458807
2024-03-13 19:30:00+00:00,25.149999618530273,25.170000076293945,25.040000915527344,25.110000610351562,450157
2024-03-14 13:30:00+00:00,24.06999969482422,25.049999237060547,23.8700008392334,25.049999237060547,2478643
2024-03-14 14:30:00+00:00,23.709999084472656,24.190000534057617,23.700000762939453,24.05500030517578,842048
2024-03-14 15:30:00+00:00,23.389999389648438,23.799999237060547,23.309999465942383,23.700000762939453,817269
2024-03-14 16:30:00+00:00,23.200000762939453,23.57670021057129,23.139999389648438,23.3799991607666,606878
2024-03-14 17:30:00+00:00,23.200000762939453,23.489999771118164,23.149999618530273,23.18589973449707,598415
